2D ILC-RL Control Scheme,2D Iterative Learning Control Scheme,PI-based Indirect ILC
0.23024960184181115,35.02732330332533,35.99911132164848
0.3704614771142885,3.1059658961210364,20.98571074263594
0.08674319361105176,0.7077651589270921,12.490613237688628
0.046825549631864055,0.08838874218193613,3.65937200420795
0.09071825977730985,1.082858265029928,6.763163122607446
0.15380032670244648,1.9404603732424401,12.667254650618652
0.18615145506222208,2.1046221623751133,14.265329151489942
0.13497530601075083,1.4608166059879337,10.985808857828616
0.05171766887023961,0.21630121858682286,3.6142800443703598
0.13798975587031312,1.1329030169681606,5.7991693121716805
0.13705018658587884,2.017340278995645,13.265185737396198
0.12210764244572266,2.091574308801735,15.379612503247454
0.13762843100580202,1.3744825697552319,10.993333833798996
0.04527283153426723,0.17590545075605482,2.4602229480669386
0.0897188482990985,1.0716426774863148,6.510041664657398
0.15523119830104082,1.938969814315938,12.584234303421372
0.1853162486120718,2.104414521907427,14.22084812200285
0.1353445776083165,1.460786208981706,10.952735904883156
0.05158445138181802,0.21629651376732,3.5575441761391913
0.1377934510292214,1.132903708063774,5.779078064330845
0.13733603592290344,2.017340382225409,13.25991063946176
0.1219500739944205,2.0915743235746853,15.376700732373125
0.13640920046218408,1.3744825717787428,10.990599237236639
0.045524037762183736,0.17590545103475516,2.451905223425456
0.08983559072689296,1.0716426774514112,6.507973243954595
0.15488789503348627,1.9389698143111904,12.583575175773573
0.18550762769689755,2.1044145219067527,14.220518301974707
0.1352627326093266,1.4607862089816053,10.952511952131616
0.051588280094386374,0.2162965137673075,3.5571995182787
0.1378156900764855,1.132903708063775,5.778971838201757
0.13730515281820652,2.0173403822254095,13.25988643911504
0.12196869232143813,2.0915743235746898,15.376689130259614
0.13654878448257327,1.3744825717787421,10.99058973073295
0.045492702260090376,0.17590545103475627,2.451879765590222
0.08982116373640371,1.0716426774514125,6.507967626617849
0.15491770025533716,1.9389698143111878,12.583573555801447
0.18549024012301119,2.104414521906754,14.220517565999439
0.13527000409701143,1.460786208981609,10.952511465928026
0.05158518966776043,0.21629651376730738,3.55719882467759
0.137812004832793,1.1329037080637776,5.778971631645264
0.13731231783499115,2.0173403822254086,13.25988636729248
0.12196514446847546,2.0915743235746813,15.376689129210549
0.13652135047502983,1.3744825717787488,10.990589675695876
0.045498432741530925,0.17590545103475821,2.451879739395577
0.08982365187548012,1.0716426774514007,6.507967637437377
0.1549122547558488,1.938969814311196,12.583573520115479
0.18549445159350747,2.104414521906755,14.220517589223919
0.1352681099779902,1.460786208981615,10.952511442808737
0.051585902673640306,0.216296513767301,3.557198837859718
0.13781274396334023,1.132903708063768,5.778971628840108
