Batch,Average Reward
3517,-4.14275598526001
3520,-3.999608278274536
3523,-3.6302525997161865
3526,-3.5104503631591797
3529,-4.2438201904296875
3532,-3.734347105026245
3535,-3.856832981109619
3538,-4.183627128601074
3541,-4.062209129333496
3544,-5.399953365325928
3547,-4.281085968017578
3550,-3.2504467964172363
3553,-3.9269087314605713
3556,-4.4939961433410645
3559,-3.6979246139526367
3562,-4.1327033042907715
3565,-4.587279796600342
3568,-3.8657100200653076
3571,-4.377486705780029
3574,-3.625786781311035
3577,-3.808964252471924
3580,-4.772955894470215
3583,-3.8358516693115234
3586,-4.0765275955200195
3589,-3.5627031326293945
3592,-4.164400577545166
3595,-3.515174388885498
3598,-3.5774412155151367
3601,-4.121719837188721
3604,-4.019969940185547
3607,-3.494173049926758
3610,-3.5148305892944336
3613,-4.159261703491211
3616,-3.960919141769409
3619,-3.5573174953460693
3622,-3.6704649925231934
3625,-3.8719491958618164
3628,-3.5351288318634033
3631,-4.130627632141113
3634,-3.93143892288208
3637,-3.825540781021118
3640,-4.082319259643555
3643,-3.3698134422302246
3646,-3.872633457183838
3649,-3.476026773452759
3652,-4.007425308227539
3655,-3.3270092010498047
3658,-3.981834650039673
3661,-3.359128475189209
3664,-3.2309746742248535
3667,-3.8215954303741455
3670,-3.7790443897247314
3673,-4.8970627784729
3676,-3.9354066848754883
3679,-4.0822625160217285
3682,-3.433554172515869
3685,-4.242380619049072
3688,-4.542737007141113
3691,-4.2722368240356445
3694,-3.4570412635803223
3697,-3.740781545639038
3700,-3.4705402851104736
3703,-3.282421350479126
3706,-3.547954559326172
3709,-3.5755863189697266
3712,-4.064205169677734
3715,-3.90128231048584
3718,-4.054642677307129
3721,-3.789933681488037
3724,-4.592425346374512
3727,-3.589648485183716
3730,-3.691474199295044
3733,-3.6272737979888916
3736,-3.668656349182129
3739,-3.8307721614837646
3742,-3.5571773052215576
3745,-4.536950588226318
3748,-3.9986352920532227
3751,-3.3540093898773193
3754,-3.494144916534424
3757,-4.128445625305176
3760,-4.192135810852051
3763,-3.38714337348938
3766,-3.986520290374756
3769,-4.280693531036377
3772,-4.149538040161133
3775,-4.152405738830566
3778,-3.599266529083252
3781,-3.820239305496216
3784,-4.185155391693115
3787,-3.7267613410949707
3790,-3.8888309001922607
3793,-3.9789137840270996
3796,-3.9814860820770264
3799,-4.1146440505981445
3802,-6.375161170959473
3805,-5.117132663726807
3808,-3.8598620891571045
3811,-3.8498549461364746
3814,-4.068800449371338
3817,-3.872438907623291
3820,-4.229364395141602
3823,-5.493998050689697
3826,-4.239803314208984
3829,-3.8989057540893555
3832,-3.9136857986450195
3835,-5.2765278816223145
3838,-3.6130871772766113
3841,-5.035075664520264
3844,-3.8129827976226807
3847,-4.163354396820068
3850,-3.4762306213378906
3853,-3.8547186851501465
3856,-3.8325681686401367
3859,-3.58597731590271
3862,-3.558436632156372
3865,-3.9684574604034424
3868,-3.7203121185302734
3871,-4.327232837677002
3874,-3.926447629928589
3877,-3.3812787532806396
3880,-4.017110347747803
3883,-3.780961275100708
3886,-4.242766857147217
3889,-5.150669574737549
3892,-3.274026870727539
3895,-3.3438048362731934
3898,-3.9042177200317383
3901,-3.4719417095184326
3904,-3.868340015411377
3907,-3.7680327892303467
3910,-3.6382322311401367
3913,-3.5776422023773193
3916,-5.134983539581299
3919,-3.8117165565490723
3922,-3.7749998569488525
3925,-4.373413562774658
3928,-4.081023216247559
3931,-3.185593605041504
3934,-3.6408419609069824
3937,-4.168154716491699
3940,-3.8126776218414307
3943,-3.369967222213745
3946,-4.344126224517822
3949,-3.4207565784454346
3952,-3.9569380283355713
3955,-3.6078240871429443
3958,-3.807074546813965
3961,-3.902012586593628
3964,-3.823488235473633
3967,-3.5495476722717285
3970,-3.5169973373413086
3973,-4.039590358734131
3976,-3.555194854736328
3979,-3.708512306213379
3982,-3.645911455154419
3985,-4.786885738372803
3988,-3.590184211730957
3991,-3.810462713241577
3994,-4.379798889160156
3997,-3.9184770584106445
4000,-3.6974105834960938
