Compensation
2098.0087280273438
-3310.2874755859375
-1949.064064025879
-1752.2132873535156
-1060.7452392578125
-398.3440637588501
150.03983974456787
999.2167472839355
1565.1180267333984
1956.1651229858398
2130.3489685058594
2167.0793533325195
1938.6716842651367
1500.2104759216309
962.2201919555664
262.9889249801636
-429.7998905181885
-1191.4921760559082
-1721.5936660766602
-2240.5858993530273
-2346.52099609375
-2266.354179382324
-2172.8004455566406
-1812.9047393798828
-1062.9547119140625
-403.04341316223145
150.05215406417847
997.6351737976074
1565.4594421386719
1956.3051223754883
2130.2379608154297
2166.9797897338867
1938.6543273925781
1500.2192497253418
962.2162818908691
262.9887104034424
-429.7982692718506
-1191.491413116455
-1721.5946197509766
-2240.586471557617
-2346.5219497680664
-2266.355514526367
-2172.7989196777344
-1812.9060745239258
-1062.9541397094727
-403.04322242736816
150.05205869674683
997.6367950439453
1565.460205078125
1956.3030242919922
