Batch,Average Reward
2221,-7.901617527008057
2231,-8.432191848754883
2241,-8.115731239318848
2251,-8.02828598022461
2261,-8.616683959960938
2271,-8.439135551452637
2281,-9.134073257446289
2291,-8.632226943969727
2301,-8.608137130737305
2311,-8.012838363647461
2321,-9.74461555480957
2331,-7.74470329284668
2341,-7.861139297485352
2351,-10.975496292114258
2361,-7.915708065032959
2371,-8.701986312866211
2381,-9.104803085327148
2391,-8.179203987121582
2401,-8.042885780334473
2411,-9.269171714782715
2421,-7.688651084899902
2431,-7.771519184112549
2441,-8.552111625671387
2451,-8.38726806640625
2461,-7.719428062438965
2471,-8.817081451416016
2481,-7.6857147216796875
2491,-20.483997344970703
2501,-9.647079467773438
2511,-8.430180549621582
2521,-9.403548240661621
2531,-8.002140045166016
2541,-7.83354377746582
2551,-9.107988357543945
2561,-8.342782974243164
2571,-7.702751159667969
2581,-7.7146806716918945
2591,-8.176183700561523
2601,-8.628471374511719
2611,-8.269004821777344
2621,-7.47645378112793
2631,-9.55895709991455
2641,-7.5175676345825195
2651,-8.204703330993652
2661,-7.5951457023620605
2671,-7.36147928237915
2681,-10.735970497131348
2691,-7.969257831573486
2701,-8.742359161376953
2711,-7.953122138977051
2721,-7.7264404296875
2731,-7.9111433029174805
2741,-8.001296997070312
2751,-8.268961906433105
2761,-7.240786552429199
2771,-11.470437049865723
2781,-7.622424125671387
2791,-7.754474639892578
2801,-7.572548866271973
2811,-8.157571792602539
2821,-7.39483118057251
2831,-7.732565879821777
2841,-10.117208480834961
2851,-8.19583797454834
2861,-16.72447395324707
2871,-8.274621963500977
2881,-7.800175666809082
2891,-7.874028205871582
2901,-7.541505813598633
2911,-8.733149528503418
2921,-9.502336502075195
2931,-8.010200500488281
2941,-7.632857799530029
2951,-8.136362075805664
2961,-7.722711563110352
2971,-8.012173652648926
2981,-8.795510292053223
2991,-7.650498390197754
3001,-8.44297981262207
3011,-11.297441482543945
3021,-7.164262771606445
3031,-8.05056095123291
3041,-8.359430313110352
3051,-8.603717803955078
3061,-7.975892066955566
3071,-7.848083019256592
3081,-8.274822235107422
3091,-7.588695049285889
3101,-7.4075703620910645
3111,-7.94845724105835
3121,-7.0612006187438965
3131,-7.509461402893066
3141,-7.5293474197387695
3151,-7.68488073348999
3161,-8.520771980285645
3171,-7.394216537475586
3181,-7.5618977546691895
3191,-7.810976505279541
3201,-7.402116775512695
3211,-8.298418998718262
3221,-8.343303680419922
3231,-8.587813377380371
3241,-7.302188396453857
3251,-8.399991035461426
3261,-8.114831924438477
3271,-7.360872268676758
3281,-9.329580307006836
3291,-7.410682201385498
3301,-8.311781883239746
3311,-7.61907958984375
3321,-7.585533618927002
3331,-7.490850925445557
3341,-8.149734497070312
3351,-7.554701805114746
3361,-7.855221271514893
3371,-7.599032878875732
3381,-7.676048278808594
3391,-7.567564487457275
3401,-7.244712829589844
3411,-8.340120315551758
3421,-9.48078441619873
3431,-9.103093147277832
3441,-8.249045372009277
3451,-8.496692657470703
3461,-8.931048393249512
3471,-7.6349639892578125
3481,-7.348087310791016
3491,-7.486906051635742
3501,-7.724152565002441
3511,-9.386079788208008
3521,-7.544713973999023
3531,-7.475232124328613
3541,-8.0706148147583
3551,-7.3130316734313965
3561,-8.327838897705078
3571,-7.718186855316162
3581,-8.077840805053711
3591,-7.796685218811035
3601,-7.5159687995910645
3611,-8.86400318145752
3621,-7.709110260009766
3631,-7.514735698699951
3641,-7.286124229431152
3651,-7.394183158874512
3661,-7.936673164367676
3671,-7.358305931091309
3681,-7.889069557189941
3691,-7.7045392990112305
3701,-7.650097846984863
3711,-7.533951282501221
3721,-7.589930534362793
3731,-8.753029823303223
3741,-7.991140365600586
3751,-7.78602409362793
3761,-7.94259786605835
3771,-8.303491592407227
3781,-8.5910062789917
3791,-7.9365153312683105
3801,-7.525837421417236
3811,-8.046208381652832
3821,-7.473158836364746
3831,-7.3400559425354
3841,-7.453371047973633
3851,-8.894886016845703
3861,-7.450483322143555
3871,-7.402337551116943
3881,-7.824942588806152
3891,-7.435343265533447
3901,-7.676774024963379
3911,-8.201029777526855
3921,-8.075072288513184
3931,-8.522895812988281
3941,-7.526259899139404
3951,-38.15673828125
3961,-9.302000999450684
3971,-7.967301368713379
3981,-7.329599857330322
3991,-7.874747276306152
4001,-9.289767265319824
4011,-9.092707633972168
4021,-7.852471351623535
4031,-8.326472282409668
4041,-7.646027565002441
4051,-8.622309684753418
4061,-7.571725845336914
4071,-8.47056770324707
4081,-10.040077209472656
4091,-7.658267021179199
4101,-7.890482425689697
4111,-7.44093132019043
4121,-7.70758056640625
4131,-8.429693222045898
4141,-7.732282638549805
4151,-9.087708473205566
4161,-8.034270286560059
4171,-7.445127964019775
4181,-8.918837547302246
4191,-8.211297988891602
4201,-7.9344353675842285
4211,-10.428153038024902
4221,-7.688220024108887
4231,-7.69577169418335
4241,-7.673985004425049
4251,-8.087355613708496
4261,-7.2918477058410645
4271,-7.273179054260254
4281,-7.674460411071777
4291,-9.117331504821777
4301,-7.674529552459717
4311,-7.498912811279297
4321,-8.128551483154297
4331,-8.104791641235352
4341,-8.135848045349121
4351,-7.358466148376465
4361,-8.0919828414917
4371,-8.100976943969727
4381,-7.759305953979492
4391,-7.528033256530762
4401,-8.87236213684082
4411,-7.431542873382568
4421,-8.496847152709961
4431,-7.510869979858398
4441,-8.152589797973633
4451,-8.053871154785156
4461,-7.583563327789307
4471,-7.68421745300293
4481,-8.882003784179688
4491,-8.05288028717041
4501,-7.977151393890381
4511,-7.461426734924316
4521,-8.761157989501953
4531,-7.196817874908447
4541,-9.245393753051758
4551,-7.57313871383667
4561,-7.847527503967285
4571,-7.598802089691162
4581,-7.665072917938232
4591,-8.475570678710938
4601,-7.758951187133789
4611,-7.762674808502197
4621,-7.400336742401123
4631,-8.054586410522461
4641,-7.9672112464904785
4651,-8.017964363098145
4661,-7.61506462097168
4671,-8.675067901611328
4681,-8.457557678222656
4691,-8.223861694335938
4701,-8.892484664916992
4711,-7.625157833099365
4721,-8.615026473999023
4731,-7.559725284576416
4741,-8.201045036315918
4751,-7.516380310058594
4761,-7.9447150230407715
4771,-7.685330867767334
4781,-8.262950897216797
4791,-7.807778835296631
4801,-7.900505542755127
4811,-7.791141986846924
4821,-7.379115581512451
4831,-7.468061923980713
4841,-7.676852226257324
4851,-7.859747886657715
4861,-12.68099308013916
4871,-13.793136596679688
4881,-7.5702643394470215
4891,-7.716190338134766
4901,-9.011003494262695
4911,-7.857778072357178
4921,-7.331040382385254
4931,-7.517245769500732
4941,-7.9558892250061035
4951,-8.869805335998535
4961,-8.462193489074707
4971,-7.5065016746521
4981,-7.572988510131836
4991,-7.671259880065918
5001,-7.5953288078308105
5011,-7.7703118324279785
5021,-7.526693820953369
5031,-7.529053688049316
5041,-7.571562767028809
5051,-7.726016998291016
5061,-7.681334018707275
5071,-7.688840389251709
5081,-7.53156042098999
5091,-7.863079071044922
5101,-7.351282119750977
5111,-8.815469741821289
5121,-7.773106575012207
5131,-8.05370044708252
5141,-7.554315090179443
5151,-7.917567729949951
5161,-7.439480781555176
5171,-7.27845573425293
5181,-7.4466447830200195
5191,-7.968481063842773
5201,-8.905678749084473
5211,-7.860413074493408
5221,-7.609322547912598
5231,-7.5718607902526855
5241,-7.680452823638916
5251,-7.943024158477783
5261,-7.9685163497924805
5271,-7.499194622039795
5281,-7.382274150848389
5291,-10.12804126739502
5301,-7.3822245597839355
5311,-7.832461357116699
5321,-7.7072625160217285
5331,-7.584277153015137
5341,-7.791259765625
5351,-7.58690881729126
5361,-7.436634540557861
5371,-7.672206878662109
5381,-8.318151473999023
5391,-7.8565263748168945
5401,-7.647968769073486
5411,-16.211666107177734
5421,-7.814209938049316
5431,-7.630763053894043
5441,-7.930731773376465
5451,-7.911787033081055
5461,-7.52584171295166
5471,-7.699075698852539
5481,-7.653345584869385
5491,-7.431933403015137
5501,-9.10263729095459
5511,-7.77700138092041
5521,-7.961248874664307
5531,-7.8914899826049805
5541,-7.720613956451416
5551,-7.539969444274902
5561,-7.790566444396973
5571,-7.675863742828369
5581,-8.143462181091309
5591,-7.960433006286621
5601,-7.529554843902588
5611,-8.559673309326172
5621,-7.537436485290527
5631,-7.776442527770996
5641,-71.77214050292969
5651,-10.106542587280273
5661,-8.969202041625977
5671,-8.11801815032959
5681,-7.783149719238281
5691,-7.9051103591918945
5701,-7.317742347717285
5711,-7.603025913238525
5721,-8.043696403503418
5731,-8.176680564880371
5741,-7.5606465339660645
5751,-7.567141056060791
5761,-7.716265678405762
5771,-8.13216781616211
5781,-7.870519161224365
5791,-7.615879535675049
5801,-7.661455154418945
5811,-7.765206813812256
5821,-7.6979851722717285
5831,-7.5396409034729
5841,-7.853636264801025
5851,-7.472167491912842
5861,-8.504240989685059
5871,-7.408818244934082
5881,-7.452993869781494
5891,-7.876761436462402
5901,-7.627874851226807
5911,-7.920150279998779
5921,-7.715704441070557
5931,-7.556352138519287
5941,-8.267227172851562
5951,-7.378256797790527
5961,-7.736680030822754
5971,-7.378378391265869
5981,-7.815737247467041
5991,-7.622956275939941
6001,-7.651113033294678
6011,-8.20101261138916
6021,-7.593114376068115
6031,-7.661510944366455
6041,-7.620168685913086
6051,-7.687314033508301
6061,-8.341233253479004
6071,-7.902721405029297
6081,-7.599623203277588
6091,-7.420104503631592
6101,-7.149106979370117
6111,-7.760944843292236
6121,-8.20857048034668
6131,-7.535383701324463
6141,-7.756275653839111
6151,-8.980719566345215
6161,-7.722764015197754
6171,-7.591916561126709
6181,-7.522735118865967
6191,-8.18380069732666
6201,-7.906363487243652
6211,-7.570595741271973
6221,-7.661961078643799
6231,-7.742727279663086
6241,-8.310776710510254
6251,-7.6848530769348145
6261,-7.657932281494141
6271,-7.591922283172607
6281,-7.3983025550842285
6291,-7.608127117156982
6301,-7.448338508605957
6311,-7.413609981536865
6321,-7.664032459259033
6331,-8.487715721130371
6341,-7.365147590637207
6351,-7.920785427093506
6361,-7.747614860534668
6371,-8.171187400817871
6381,-8.103760719299316
6391,-8.08968448638916
6401,-7.733909606933594
6411,-7.944853782653809
6421,-7.865582466125488
6431,-8.017027854919434
6441,-7.724936485290527
6451,-8.227181434631348
6461,-7.996352672576904
6471,-7.459756851196289
6481,-7.645711898803711
6491,-7.703573226928711
6501,-7.509792804718018
6511,-8.15805435180664
6521,-7.835144519805908
6531,-7.637305736541748
6541,-7.362705230712891
6551,-7.668272018432617
6561,-8.017195701599121
6571,-7.9466023445129395
6581,-7.624589920043945
6591,-7.5030622482299805
6601,-7.800400733947754
6611,-7.606479167938232
6621,-7.82675313949585
6631,-7.812839508056641
6641,-7.6647233963012695
6651,-9.368022918701172
6661,-7.6263227462768555
6671,-8.535612106323242
6681,-7.627165794372559
6691,-8.084795951843262
6701,-7.640926361083984
6711,-7.537036418914795
6721,-7.538086891174316
6731,-7.50846004486084
6741,-8.508569717407227
6751,-7.703462600708008
6761,-7.939387321472168
6771,-7.804633617401123
6781,-7.732699394226074
6791,-7.695276260375977
6801,-7.501722812652588
6811,-7.7093400955200195
6821,-8.227418899536133
6831,-7.680492401123047
6841,-7.793493747711182
6851,-7.551984786987305
6861,-7.529420375823975
6871,-7.918732643127441
6881,-8.937965393066406
6891,-7.781277179718018
6901,-7.861378192901611
6911,-7.350395202636719
6921,-8.119148254394531
6931,-7.394470691680908
6941,-8.328734397888184
6951,-7.630832672119141
6961,-7.855261325836182
6971,-7.578012943267822
6981,-8.269843101501465
6991,-7.8106207847595215
7001,-7.8929314613342285
7011,-8.821869850158691
7021,-7.85537052154541
7031,-7.910162925720215
7041,-7.779118061065674
7051,-7.562008857727051
7061,-7.675850868225098
7071,-7.575838088989258
7081,-7.51627779006958
7091,-7.812542915344238
7101,-7.704743385314941
7111,-8.350701332092285
7121,-8.163576126098633
7131,-8.250107765197754
7141,-7.775190830230713
7151,-7.806861877441406
7161,-8.278310775756836
7171,-7.793792724609375
7181,-7.698802947998047
7191,-8.193092346191406
7201,-7.608926773071289
7211,-7.72665548324585
7221,-7.743218421936035
7231,-7.543944358825684
7241,-7.5779218673706055
7251,-7.790592193603516
7261,-7.458984375
7271,-7.400233268737793
7281,-7.6087565422058105
7291,-7.41157865524292
7301,-8.021543502807617
7311,-8.062060356140137
7321,-7.403125762939453
7331,-7.989864349365234
7341,-8.644309997558594
7351,-8.679442405700684
7361,-7.836614608764648
7371,-7.8484272956848145
7381,-7.872204303741455
7391,-7.927948474884033
7401,-7.879049301147461
7411,-7.3641133308410645
7421,-7.713013648986816
7431,-7.6463727951049805
7441,-7.900778293609619
7451,-7.696621417999268
7461,-7.9089765548706055
7471,-7.742538928985596
7481,-7.493035793304443
7491,-8.546512603759766
7501,-7.617899417877197
7511,-7.998051643371582
7521,-8.24286937713623
7531,-7.617734909057617
7541,-7.645691394805908
7551,-7.767740249633789
7561,-7.2412004470825195
7571,-7.620370864868164
7581,-7.93479585647583
7591,-7.356653213500977
7601,-7.811619281768799
7611,-7.657252788543701
7621,-7.751104354858398
7631,-7.809493064880371
7641,-7.6459879875183105
7651,-7.799787521362305
7661,-7.329107761383057
7671,-7.6853179931640625
7681,-8.069693565368652
7691,-8.219961166381836
7701,-7.538609981536865
7711,-7.786383628845215
7721,-8.691691398620605
7731,-7.630646228790283
7741,-7.860069274902344
7751,-7.888004302978516
7761,-8.360915184020996
7771,-7.9388957023620605
7781,-8.212960243225098
7791,-7.624619483947754
7801,-7.494077682495117
7811,-7.702463626861572
7821,-9.649097442626953
7831,-7.448988914489746
7841,-7.619781970977783
7851,-7.769110679626465
7861,-7.828044414520264
7871,-7.8072309494018555
7881,-7.802910327911377
7891,-7.721161842346191
7901,-8.01116943359375
7911,-7.595559120178223
7921,-7.669866561889648
7931,-7.79561185836792
7941,-8.134389877319336
7951,-7.919799327850342
7961,-8.0120267868042
7971,-7.932643890380859
7981,-7.413728713989258
7991,-7.543891906738281
8001,-8.606639862060547
8011,-7.563051700592041
8021,-7.312091827392578
8031,-7.7588605880737305
8041,-8.107985496520996
8051,-7.5389723777771
8061,-7.881756782531738
8071,-7.631815433502197
8081,-7.7626051902771
8091,-7.337385654449463
8101,-7.58790397644043
8111,-8.928906440734863
8121,-8.635004043579102
8131,-8.122856140136719
8141,-7.990980625152588
8151,-7.9017767906188965
8161,-7.854989051818848
8171,-7.939894676208496
8181,-8.26544189453125
8191,-7.888406753540039
8201,-7.644484996795654
8211,-7.410867214202881
8221,-7.572614669799805
8231,-7.7340850830078125
8241,-7.75204610824585
8251,-7.789269924163818
8261,-7.860717296600342
8271,-7.769906997680664
8281,-7.693438529968262
8291,-7.713572025299072
8301,-7.531642913818359
8311,-7.516663551330566
8321,-7.538214206695557
8331,-7.7522430419921875
8341,-7.613678932189941
8351,-7.576552867889404
8361,-7.864647388458252
8371,-7.735118389129639
8381,-7.937559604644775
8391,-7.561974048614502
8401,-7.296858310699463
8411,-7.4597978591918945
8421,-7.3504958152771
8431,-7.6772847175598145
8441,-7.586328506469727
8451,-7.531344890594482
8461,-7.738496780395508
8471,-7.79750919342041
8481,-9.402514457702637
8491,-7.4026408195495605
8501,-7.85657262802124
8511,-7.587691307067871
8521,-7.505192756652832
8531,-7.854994297027588
8541,-7.625605583190918
8551,-7.587642192840576
8561,-7.561428070068359
8571,-7.560619831085205
8581,-7.571971893310547
8591,-7.6113762855529785
8601,-7.433843612670898
8611,-7.84019136428833
8621,-8.161874771118164
8631,-8.128209114074707
8641,-8.218047142028809
8651,-7.692724227905273
8661,-9.115659713745117
8671,-8.73066520690918
8681,-9.03087043762207
8691,-8.80744457244873
8701,-8.596417427062988
8711,-8.273694038391113
8721,-8.924860954284668
8731,-7.767122745513916
8741,-7.710885047912598
8751,-7.572147369384766
8761,-8.134702682495117
8771,-8.033224105834961
8781,-7.618347644805908
8791,-7.5986785888671875
8801,-7.9786787033081055
8811,-7.760474681854248
8821,-7.841845989227295
8831,-7.768875598907471
8841,-7.555738925933838
8851,-8.091256141662598
8861,-7.6466145515441895
8871,-7.650115013122559
8881,-7.631756782531738
8891,-7.735476016998291
8901,-8.153166770935059
8911,-7.829184532165527
8921,-8.008929252624512
8931,-7.515942096710205
8941,-7.870969772338867
8951,-7.623404502868652
8961,-7.864298343658447
8971,-7.660366058349609
8981,-8.095402717590332
8991,-7.606060028076172
9001,-7.991710186004639
9011,-7.589877605438232
9021,-8.161886215209961
9031,-7.689753532409668
9041,-7.377522945404053
9051,-7.473695755004883
9061,-8.220657348632812
9071,-7.697573184967041
9081,-7.195129871368408
9091,-7.509060382843018
9101,-7.863310813903809
9111,-7.867504119873047
9121,-8.21707820892334
9131,-7.589695453643799
9141,-7.9885640144348145
9151,-7.962329864501953
9161,-7.697410583496094
9171,-8.283415794372559
9181,-7.663299560546875
9191,-7.616056442260742
9201,-7.718092918395996
9211,-7.669344425201416
9221,-7.749104022979736
9231,-7.875020980834961
9241,-7.470556259155273
9251,-8.038625717163086
9261,-7.282960414886475
9271,-8.422128677368164
9281,-7.599493980407715
9291,-7.770121097564697
9301,-7.614243030548096
9311,-7.413974761962891
9321,-7.662746906280518
9331,-7.67350959777832
9341,-7.805073261260986
9351,-8.221044540405273
9361,-8.742501258850098
9371,-8.719818115234375
9381,-7.832049369812012
9391,-8.139735221862793
9401,-7.999162197113037
9411,-7.727170944213867
9421,-7.827569484710693
9431,-7.4622039794921875
9441,-7.994783401489258
9451,-8.71816349029541
9461,-8.359328269958496
9471,-8.127791404724121
9481,-7.742871284484863
9491,-7.582298278808594
9501,-7.456383228302002
9511,-7.480456352233887
9521,-7.547667503356934
9531,-7.662699222564697
9541,-7.877846717834473
9551,-7.668935298919678
9561,-8.24367904663086
9571,-7.765809059143066
9581,-8.345325469970703
9591,-7.2117600440979
9601,-7.35303258895874
9611,-7.593912601470947
9621,-8.20987319946289
9631,-7.715407371520996
9641,-7.816397666931152
9651,-7.828455924987793
9661,-7.88624906539917
9671,-8.558087348937988
9681,-7.6054606437683105
9691,-7.86883020401001
9701,-7.822117805480957
9711,-7.508564472198486
9721,-7.585250377655029
9731,-7.4697957038879395
9741,-7.737593650817871
9751,-7.574448585510254
9761,-7.648980617523193
9771,-7.856472969055176
9781,-8.19076919555664
9791,-7.767540454864502
9801,-7.762169361114502
9811,-7.879982948303223
9821,-7.829964637756348
9831,-7.95894718170166
9841,-7.816457271575928
9851,-7.626145362854004
9861,-7.948070049285889
9871,-7.95725154876709
9881,-7.5026092529296875
9891,-7.310317516326904
9901,-7.61091423034668
9911,-7.703882694244385
9921,-7.652650833129883
9931,-8.12291431427002
9941,-8.12802791595459
9951,-7.770521640777588
9961,-7.679542541503906
9971,-7.964755058288574
9981,-7.955488204956055
9991,-7.494821548461914
10001,-8.991523742675781
