Wall time,Step,Value
1673096313.7016876,600,-65.25579833984375
1673096323.0177298,1200,-24.534814834594727
1673096332.2482648,1800,-26.468093872070312
1673096341.8898506,2400,-37.791805267333984
1673096350.8497207,3000,-15.813668251037598
1673096360.0912652,3600,-49.61488723754883
1673096368.771833,4200,-24.558731079101562
1673096378.3067617,4800,-33.80202865600586
1673096387.1254508,5400,-57.284645080566406
1673096396.5503447,6000,-16.44633674621582
1673096405.7447476,6600,-36.67281723022461
1673096415.3901534,7200,-48.25524139404297
1673096424.0989597,7800,-32.870697021484375
1673096432.6379726,8400,-42.47028732299805
1673096443.144339,9000,-18.047927856445312
1673096452.8374984,9600,-61.22801971435547
1673096463.2781346,10200,-22.45708465576172
1673096471.9842792,10800,-22.99244499206543
1673096480.270343,11400,-37.6194953918457
1673096489.9741094,12000,-18.275760650634766
1673096499.2871785,12600,-33.436607360839844
1673096508.666739,13200,-21.683971405029297
1673096517.646613,13800,-32.27497863769531
1673096526.9805472,14400,-34.263526916503906
1673096535.9254308,15000,-14.152228355407715
1673096544.926253,15600,-40.00428771972656
1673096553.4386892,16200,-21.76717758178711
1673096562.001997,16800,-24.457042694091797
1673096571.499154,17400,-28.993247985839844
1673096581.4084117,18000,-18.987537384033203
1673096591.0999115,18600,-40.951969146728516
1673096599.6008258,19200,-14.993378639221191
1673096608.9653955,19800,-19.587350845336914
1673096618.8340912,20400,-70.22615814208984
1673096628.396798,21000,-12.056275367736816
1673096637.04256,21600,-10.083770751953125
1673096645.8247736,22200,-16.6152286529541
1673096654.3689103,22800,-11.063270568847656
1673096663.2325609,23400,-4.982127666473389
1673096672.4119759,24000,-7.702173233032227
1673096681.665357,24600,-20.94886589050293
1673096691.7040193,25200,-5.579763889312744
1673096701.3706598,25800,-4.695189476013184
1673096711.334494,26400,-21.452106475830078
1673096720.8826787,27000,-9.4945650100708
1673096729.4813483,27600,-4.026353359222412
1673096738.972002,28200,-11.990574836730957
1673096748.3509958,28800,-13.973402976989746
1673096758.7056031,29400,-5.573688507080078
1673096768.4406438,30000,-14.227372169494629
1673096777.084337,30600,-11.960618019104004
1673096786.1004827,31200,-5.006138801574707
1673096794.527172,31800,-5.137001037597656
1673096803.0607758,32400,-6.424419403076172
1673096812.3201902,33000,-6.534247398376465
1673096820.8137712,33600,-5.3105692863464355
1673096829.5199933,34200,-5.421280860900879
1673096838.3406832,34800,-4.907395839691162
1673096847.605512,35400,-6.883903980255127
1673096856.4051797,36000,-4.97385311126709
1673096865.1164455,36600,-6.1652936935424805
1673096873.9296668,37200,-5.827735900878906
1673096883.3886533,37800,-4.580278396606445
1673096892.5809731,38400,-4.453787803649902
1673096901.7640512,39000,-6.681429862976074
1673096910.526964,39600,-4.4426445960998535
1673096919.4349415,40200,-6.078275680541992
1673096928.3702142,40800,-5.709722995758057
1673096937.8018165,41400,-6.048552513122559
1673096946.839016,42000,-5.5575151443481445
1673096955.5126135,42600,-5.023283958435059
1673096963.9339464,43200,-6.0643768310546875
1673096972.503858,43800,-4.9463677406311035
1673096981.3668938,44400,-5.414473533630371
1673096990.2902486,45000,-5.033374309539795
1673096999.058312,45600,-5.994539260864258
1673097008.2075741,46200,-5.304139614105225
1673097017.8020754,46800,-5.62591028213501
1673097027.2307065,47400,-5.438690662384033
1673097035.9116359,48000,-3.9127614498138428
1673097044.8759007,48600,-5.879760265350342
1673097054.1244302,49200,-4.996982097625732
1673097063.145207,49800,-4.495022773742676
1673097072.8115454,50400,-6.484206199645996
1673097082.4824445,51000,-5.856403827667236
1673097091.7477977,51600,-6.042025089263916
1673097100.4508529,52200,-6.174762725830078
1673097108.8328414,52800,-5.187388896942139
1673097117.331488,53400,-6.349912166595459
1673097126.143688,54000,-5.403541088104248
1673097135.3609018,54600,-5.681751728057861
1673097144.513503,55200,-5.701606273651123
1673097153.453381,55800,-5.075201034545898
1673097162.6598823,56400,-5.730184078216553
1673097171.1124792,57000,-5.5953569412231445
1673097179.837468,57600,-5.566946506500244
1673097188.5789647,58200,-5.864929676055908
1673097197.5155473,58800,-5.00666618347168
1673097206.0109358,59400,-5.392990589141846
1673097214.9771397,60000,-4.355472564697266
1673097223.9665284,60600,-5.776385307312012
1673097233.2068944,61200,-4.672295570373535
1673097241.6238668,61800,-4.682684421539307
1673097250.969907,62400,-5.173279762268066
1673097260.981607,63000,-5.206209182739258
1673097270.313732,63600,-5.319157600402832
1673097279.5837486,64200,-5.3121657371521
1673097288.5071719,64800,-5.271477699279785
1673097297.374396,65400,-5.147758483886719
1673097306.6323388,66000,-4.238851070404053
1673097316.2211647,66600,-6.73189115524292
1673097325.6698,67200,-4.172485828399658
1673097334.192183,67800,-4.946293830871582
1673097343.0556328,68400,-5.873327255249023
1673097351.8569024,69000,-4.9111738204956055
1673097360.811375,69600,-6.038400173187256
1673097369.9491594,70200,-4.540744781494141
1673097378.831653,70800,-4.779279708862305
1673097387.7365923,71400,-5.563896179199219
1673097396.135363,72000,-4.525329113006592
1673097405.289585,72600,-5.436158180236816
1673097414.7838788,73200,-4.812931060791016
1673097423.383228,73800,-3.781881809234619
1673097432.2259755,74400,-4.828126907348633
1673097440.861154,75000,-4.23349142074585
1673097450.0128381,75600,-4.780014514923096
1673097458.9719207,76200,-4.877746105194092
1673097468.3322673,76800,-4.570135116577148
1673097477.3714006,77400,-5.144762992858887
1673097486.9268644,78000,-4.77242374420166
1673097495.5231597,78600,-4.730591297149658
1673097504.854131,79200,-4.611263751983643
1673097514.0212517,79800,-4.608633041381836
1673097523.1265454,80400,-5.145697593688965
1673097532.505019,81000,-5.019210338592529
1673097541.6644022,81600,-4.358392238616943
1673097550.4395516,82200,-4.883457183837891
1673097559.3412206,82800,-4.8285627365112305
1673097568.184535,83400,-5.572348117828369
1673097576.676608,84000,-4.081368923187256
1673097585.3154483,84600,-5.0612287521362305
1673097594.8024664,85200,-3.9527974128723145
1673097604.2988567,85800,-4.504212379455566
1673097614.1273715,86400,-4.886327266693115
1673097623.897873,87000,-5.310148239135742
1673097633.2251065,87600,-4.550445079803467
1673097642.7076316,88200,-4.114309310913086
1673097651.7149715,88800,-4.950599670410156
1673097661.0145683,89400,-6.0279035568237305
1673097670.0125756,90000,-4.040362358093262
1673097678.9057913,90600,-5.350827217102051
1673097687.8259473,91200,-4.209716796875
1673097696.975546,91800,-4.967199802398682
1673097706.955689,92400,-4.684905052185059
1673097717.4460506,93000,-4.568160533905029
1673097726.806776,93600,-5.059591293334961
