Compensation
0.05576537922024727
-1.897420883178711
-1.0146454572677612
-0.03640799596905708
1.043750524520874
1.6479390859603882
1.7026050090789795
1.1485366821289062
-0.03557529300451279
-1.1989400386810303
-1.7520477771759033
-1.6803659200668335
-1.0242762565612793
-0.03609302639961243
1.0437653064727783
1.647937536239624
1.7026047706604004
1.1485366821289062
-0.03557529300451279
-1.1989400386810303
-1.7520477771759033
-1.6803659200668335
-1.0242762565612793
-0.03609302639961243
1.0437653064727783
1.647937297821045
1.7026044130325317
1.1485366821289062
-0.03557514399290085
-1.1989400386810303
-1.7520477771759033
-1.6803659200668335
-1.0242761373519897
-0.03609313815832138
1.0437651872634888
1.647937536239624
1.7026047706604004
1.1485366821289062
-0.03557514399290085
-1.1989400386810303
-1.7520477771759033
-1.6803659200668335
-1.0242761373519897
-0.03609328716993332
1.0437651872634888
1.647937297821045
1.7026047706604004
1.1485366821289062
-0.03557514399290085
-1.1989400386810303
